gender,product_type,name,name_english,website_url,status
Kid,Sandal,Dép,Flip Flops,www.maisononline.vn/collections/dep-tre-em,published
Unisex,Sandal,Dép kẹp,Flip Flops,www.maisononline.vn/collections/dep-kep-unisex,published
Unisex,Sandal,Dép quai ngang,Slides,www.maisononline.vn/collections/dep-quai-ngang-unisex,published
Unisex,Shoe,Giày slip on,Slip on Sneakers,www.maisononline.vn/collections/giay-luoi-slip-on-unisex,published
Unisex,Shoe,Giày sneakers cổ thấp,Low-heel Sneakers,www.maisononline.vn/collections/giay-sneakers-unisex-co-thap,published
Unisex,Shoe,Giày sneakers cổ cao,High-heel Sneakers,www.maisononline.vn/collections/giay-sneakers-unisex-co-cao,published
Men,Glasses,Kính mát gọng tròn,Round Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-tron-nam,published
Men,Glasses,Kính mát gọng vuông,Square Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-vuong-nam,published
Men,Glasses,Kính mát gọng chữ nhật,Rectangular Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-chu-nhat-nam,published
Men,Glasses,Kính mát gọng đa giác,Polygon Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-da-giac-nam,published
Men,Glasses,Kính mát gọng mắt mèo,Cat Eye Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-mat-meo-nam,published
Men,Glasses,Kính mát gọng phi công,Aviator Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-phi-cong-nam,published
Men,Glasses,Gọng kính tròn,Round Glasses,www.maisononline.vn/collections/gong-kinh-tron-nam,published
Men,Glasses,Gọng kính oval,Oval Glasses,www.maisononline.vn/collections/gong-kinh-oval-nam,published
Men,Glasses,Gọng kính vuông,Square Glasses,www.maisononline.vn/collections/gong-kinh-vuong-nam,published
Men,Glasses,Gọng kính đa giác,Polygon Glasses,www.maisononline.vn/collections/gong-kinh-da-giac-nam,published
Men,Glasses,Gọng kính chữ nhật,Rectangular Glasses,www.maisononline.vn/collections/gong-kinh-chu-nhat-nam,published
Women,Glasses,Kính mát gọng tròn,Round Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-tron-nu,published
Women,Glasses,Kính mát gọng vuông,Square Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-vuong-nu,published
Women,Glasses,Kính mát gọng chữ nhật,Rectangular Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-chu-nhat-nu,published
Women,Glasses,Kính mát gọng đa giác,Polygon Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-da-giac-nu,published
Women,Glasses,Kính mát gọng mắt mèo,Cat Eye Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-mat-meo-nu,published
Women,Glasses,Kính mát gọng phi công,Aviator Sunglasses,www.maisononline.vn/collections/kinh-mat-gong-phi-cong-nu,published
Women,Glasses,Gọng kính tròn,Round Glasses,www.maisononline.vn/collections/gong-kinh-tron-nu,published
Women,Glasses,Gọng kính oval,Oval Glasses,www.maisononline.vn/collections/gong-kinh-oval-nu,published
Women,Glasses,Gọng kính vuông,Square Glasses,www.maisononline.vn/collections/gong-kinh-vuong-nu,published
Women,Glasses,Gọng kính đa giác,Polygon Glasses,www.maisononline.vn/collections/gong-kinh-da-giac-nu,published
Women,Glasses,Gọng kính chữ nhật,Rectangular Glasses,www.maisononline.vn/collections/gong-kinh-chu-nhat-nu,published
Unisex,Glasses,Gọng kính tròn,Round Glasses,www.maisononline.vn/collections/gong-kinh-tron-unisex,published
Unisex,Glasses,Gọng kính vuông,Square Glasses,www.maisononline.vn/collections/gong-kinh-vuong-unisex,published
Men,Hat,Nón len,Beanies,www.maisononline.vn/collections/non-len-nam,published
Men,Hat,Nón beret,Berets,www.maisononline.vn/collections/non-beret-nam,published
Men,Hat,Nón bucket,Bucket Hats,www.maisononline.vn/collections/non-bucket-nam,published
Men,Hat,Nón bóng chày,Caps,www.maisononline.vn/collections/non-bong-chay-nam,published
Men,Accessories,Cà vạt,Ties,www.maisononline.vn/collections/ca-vat-nam,published
Men,Accessories,Vớ,Socks,www.maisononline.vn/collections/vo-nam,published
Men,Accessories,Dây đeo túi xách,Straps,www.maisononline.vn/collections/day-deo-tui-xach-nam,published
Men,Accessories,Móc khoá và huy hiệu,Keychains & Wappens,www.maisononline.vn/collections/moc-khoa-huy-hieu-nam,published
Men,Shoe,Chăm sóc giày,Shoe Care,www.maisononline.vn/collections/cham-soc-giay-nam,published
Men,Accessories,Khăn tay & khăn choàng,Handkerchief & Scarves,www.maisononline.vn/collections/khan-tay-khan-choang-nam,published
Men,Accessories,Thắt lưng,Belts,www.maisononline.vn/collections/that-lung-nam,published
Women,Accessories,Ghim cài áo,Brooches & Pins,www.maisononline.vn/collections/ghim-cai-ao-nu,published
Women,Accessories,Đồng hồ,Watches,www.maisononline.vn/collections/dong-ho/FEMALE,published
Women,Hat,Nón len,Beanies,www.maisononline.vn/collections/non-len-nu,published
Women,Hat,Nón beret,Berets,www.maisononline.vn/collections/non-beret-nu,published
Women,Hat,Nón bucket,Bucket Hats,www.maisononline.vn/collections/non-bucket-nu,published
Women,Hat,Nón bóng chày,Caps,www.maisononline.vn/collections/non-bong-chay,published
Women,Accessories,Vớ,Performance Socks,www.maisononline.vn/collections/vo-nu,published
Women,Accessories,Thắt lưng,Belts,www.maisononline.vn/collections/that-lung-nu,published
Women,Accessories,Dây đeo túi xách,Straps,www.maisononline.vn/collections/day-deo-tui-xach-nu,published
Women,Accessories,Móc khoá và huy hiệu,Keychains & Wappens,www.maisononline.vn/collections/moc-khoa-huy-hieu-nu,published
Women,Accessories,Chăm sóc giày,Shoe Care,www.maisononline.vn/collections/cham-soc-giay-nu,published
Women,Accessories,Khăn tay & khăn choàng,Handkerchief & Scarves,www.maisononline.vn/collections/khan-tay-khan-choang-nu,published
Women,Accessories,Vòng đeo tay,Bracelets,www.maisononline.vn/collections/vong-deo-tay-nu,published
Women,Accessories,Vòng cổ,Necklaces,www.maisononline.vn/collections/vong-co-nu-1,published
Women,Accessories,Nhẫn,Rings,www.maisononline.vn/collections/nhan-nu,published
Men,Accessories,Vòng đeo tay,Bracelets,https://www.maisononline.vn/collections/vong-deo-tay-nam,published
Unisex,Hat,Nón len,Beanies,www.maisononline.vn/collections/non-len-unisex,published
Unisex,Hat,Nón bóng chày,Caps,www.maisononline.vn/collections/non-bong-chay,published
Unisex,Hat,Nón bucket ,Bucket Hats,www.maisononline.vn/collections/non-bucket-unisex,published
Unisex,Accessories,Vớ,Performance Socks,www.maisononline.vn/collections/vo,published
Unisex,Accessories,Thắt lưng,Belts,www.maisononline.vn/collections/that-lung-unisex,published
Unisex,Bag,Vali,Luggage & Holdalls,www.maisononline.vn/collections/vali,published
Unisex,Bag,Túi du lịch,Luggage & Holdalls,www.maisononline.vn/collections/vali,published
Women,Shirt,Đồ lót,Underwear,https://www.maisononline.vn/collections/do-lot,published
